,Headlines,Valid Source,Source
2,Companies behind Trump's COVID-19 drugs draw attention,Yes,Axios
3,Sports betting apps still have low awareness,Yes,Axios
4,How PBS introduced soccer to America,Yes,Axios
5,How the U.S. economy powered through Q3,Yes,Axios
6,Employment in services is starting to return,Yes,Axios
7,Battling the elements at Roland Garros,Yes,Axios
8,"""Be on the right side of truth"": Fauci's advice to young people",Yes,Axios
9,Polls: Biden leads Trump among seniors by double digits,Yes,Axios
10,"With Trump's return, risks rise in the West Wing",Yes,Axios
11,Movie industry in shambles for foreseeable future,Yes,Axios
12,Media companies get in on the SPAC action,Yes,Axios
13,Conspiracy theories surge around Trump's COVID diagnosis,Yes,Axios
15,"In Google/Oracle case, Supreme Court will weigh software's future",Yes,Axios
16,The White House's reckless pandemic response,Yes,Axios
17,Brands are changing space,Yes,Axios
2,"White House physician says Trump has been ""symptom-free for over 24 hours""",Yes,Axios
3,Rep. Ruiz: Coronavirus stimulus holdup could exacerbate health disparities,Yes,Axios
4,EU gives Palestinians ultimatum by linking aid to financial ties with Israel,Yes,Axios
5,Indian Health Service fights coronavirus with fewer resources,Yes,Axios
6,Report highlights key flaws in cyber insurance,Yes,Axios
7,"Ransomware victims may be penalized for paying up, says Treasury",Yes,Axios
8,Russia eyes far-right U.S. social media networks,Yes,Axios
9,Ruby Tuesday files for Chapter 11 bankruptcy,Yes,Axios
10,"FirstMark Capital raises a ""full stack"" SPAC",Yes,Axios
11,Watch: Solving for health equities,Yes,Axios
12,2 ISIS fighters charged for killing U.S. and British hostages,Yes,Axios
13,Appeals court says Trump must turn over tax records,Yes,Axios
14,Gene editing pioneers win Nobel Prize in chemistry,Yes,Axios
15,Slack to let different companies’ users connect,Yes,Axios
16,COVID-19 will mean higher winter energy bills,Yes,Axios
17,Unpacking JPMorgan's new climate plan,Yes,Axios
18,The uncertain geopolitical winners of energy transition,Yes,Axios
19,White House disputes Kudlow claim that Trump worked in Oval Office,Yes,Axios
2,Investors still looking for clarity on Fed's inflation aims,Yes,Axios
3,Trump says he won't take part in virtual debate,Yes,Axios
4,Robinhooders aren't who you think they are,Yes,Axios
5,Renewable energy giant surpasses ExxonMobil in value,Yes,Axios
6,Report: Trump required Walter Reed staff to sign NDAs,Yes,Axios
8,A question that showcased America's deep divisions,Yes,Axios
9,Pence's alternative pandemic world,Yes,Axios
10,Tech's steadily tightening limits on political ads,Yes,Axios
11,Podcast: VP debate passes a low bar,Yes,Axios
12,Coronavirus infections rise in 23 states and D.C.,Yes,Axios
13,Science is winning over politics on coronavirus vaccines,Yes,Axios
14,NYT debuts new ad program to help brands address sensitive topics,Yes,Axios
15,European countries tighten restrictions as coronavirus cases soar,Yes,Axios
16,Brazil tops 5 million coronavirus cases,Yes,Axios
17,JPMorgan commits $30 billion to fight the racial wealth gap,Yes,Axios
3,"As job losses continue, doubts are rising about unemployment data",Yes,Axios
4,"Investors position for more QE in Europe, but not in U.S.",Yes,Axios
5,Coronavirus protections could be delaying a bankruptcy crisis,Yes,Axios
6,NFL feeder program moves to Canton,Yes,Axios
7,Coronavirus guidelines may have caused college football's sloppy start,Yes,Axios
8,26% of Americans know someone who went to work while sick,Yes,Axios
9,Science gets political as Trump touts experimental coronavirus drugs,Yes,Axios
10,Trump grants first on-camera interview after coronavirus diagnosis to Fox News,Yes,Axios
11,Princeton to honor Black alumna at college previously named for Woodrow Wilson,Yes,Axios
12,Exclusive: Tech coalition opposes Trump anti-racism training ban,Yes,Axios
13,Domestic online meddling threatens 2020 election,Yes,Axios
14,Barr tells Republicans Durham report won't be ready by election,Yes,Axios
15,The Americans who most need a stimulus,Yes,Axios
16,Washington's big contact tracing problem,Yes,Axios
2,How to prevent the next pandemic,Yes,Axios
3,Top 5 mail voting mistakes (and how to avoid them),Yes,Axios
4,Lindsey Graham refuses to take COVID test for Senate debate in SC,Yes,Axios
5,Trump says he's off coronavirus treatment medication,Yes,Axios
7,Azerbaijan and Armenia agree to ceasefire in Nagorno-Karabakh,Yes,Axios
8,"Hurricane Delta makes landfall in Louisiana as a ""life-threatening"" Category 2 storm",Yes,Axios
9,Commission cancels second presidential debate,Yes,Axios
10,Fauci: We had a superspreader event at the White House,Yes,Axios
11,Trump to resume public events with a White House rally on Saturday,Yes,Axios
12,"Tim Kaine says he's seen ""dramatic uptick"" in Dem-friendly early voting",Yes,Axios
13,"Sen. Josh Hawley plans to push Democrats to renounce ""religious test""",Yes,Axios
14,"Preview: ""Axios on HBO"" interviews BP CEO Bernard Looney",Yes,Axios
15,Watch: A conversation following the vice presidential debate,Yes,Axios
16,Trump aiming for nuclear arms deal with Russia before Election Day,Yes,Axios
17,Rivian debuts its first electric truck in 10-day off-road Rebelle Rally,Yes,Axios
18,Roadie taps crowd-sourced same-day delivery for holiday purchases,Yes,Axios
19,Trucking into the hydrogen era,Yes,Axios
20,Waymo's driverless taxis open to the public in Phoenix suburbs,Yes,Axios
4,"Column: New quarterback, same stagnant offense. Nick Foles and the Bears are fortunate Soldier Field was empty because fans would have given them an earful.",Yes,The Chicago Tribune
5,Column: Hop. Wobble. Face plant. The Bears offense displays all the grace of a sack race in a loss to the Colts — and Tom Brady and the Buccaneers are next.,Yes,The Chicago Tribune
12,  MORE TOP NEWS See more MORE TOP NEWS articles       ,Yes,The Chicago Tribune
13,"Editorial: We heard you, readers. Here’s our advice on judges.",Yes,The Chicago Tribune
14,Column: From Chicago’s South Side to a seat on the federal court: RIP to a trailblazing judge who played a sweet sax,Yes,The Chicago Tribune
15,Column: Kim Foxx is taking a big risk ducking TV debates with challenger Pat O’Brien,Yes,The Chicago Tribune
16,"Column: Golden Moutza doesn’t taste like apples, carrots or sugar cubes",Yes,The Chicago Tribune
17,Ask Amy: Friend is worried about pal’s abusive marriage ,Yes,The Chicago Tribune
19,Favorite sections,Yes,The Chicago Tribune
24,Subscriber favorites,Yes,The Chicago Tribune
34,Fun & Games,Yes,The Chicago Tribune
35,  Consumer Reviews See more Consumer Reviews articles       ,Yes,The Chicago Tribune
36,  ChicagoNow See more ChicagoNow articles       ,Yes,The Chicago Tribune
37,Chicago Tribune Store,Yes,The Chicago Tribune
1,"Trump, after receiving unprecedented level of care, downplays COVID-19 threat and returns to White House — without a mask",Yes,The Chicago Tribune
2,"Chicago has spent at least $222 million in overtime so far in 2020, already over budget for the year",Yes,The Chicago Tribune
3,CPS teacher who died of COVID-19 cleaned houses before earning her college degree and had ‘an incredible instinct for working with children’,Yes,The Chicago Tribune
4,GOP-aligned group files lawsuit challenging ballot language on Pritzker’s graduated-rate income tax amendment,Yes,The Chicago Tribune
5,Theo Epstein says ‘change is warranted and necessary’ after the Cubs’ latest postseason flameout,Yes,The Chicago Tribune
6,"Chicago Bears QB rewind: With Nick Foles as the new starter, the offense remained stagnant and unproductive. So now what?",Yes,The Chicago Tribune
10,Column: Trump keeps finding new ways to celebrate himself,Yes,The Chicago Tribune
11,"Column: Trump puts Secret Service agents at risk with COVID Car Ride — but relax, it was medically necessary",Yes,The Chicago Tribune
12,"Column: We owe each other better than the toxic, tragic self-interest on display at that Rose Garden ceremony",Yes,The Chicago Tribune
13,"Editorial: For the Illinois House. Mazzochi, Breen, Curtis, Wheeler, Edly-Allen, McLaughlin, Morrison, Kegarise, Yost, Walsh",Yes,The Chicago Tribune
14,Ask Amy: Man’s presence in porn video worries ex-friend,Yes,The Chicago Tribune
17,"NFL power rankings for Week 5: Tom Brady and the Buccaneers ease into the top 10, while the Bears stay put at No. 15",Yes,The Chicago Tribune
18,"Clark Middleton, actor in ‘The Blacklist,’ ‘Twin Peaks,’ dies at 63",Yes,The Chicago Tribune
19,"3 observations from rewatching the Chicago Bears’ Week 4 loss: 3rd-quarter scoring woes, Jaylon Johnson’s learning experience and improved run defense on 1st down",Yes,The Chicago Tribune
20,"‘The Batman’ delayed to 2022, ‘Matrix 4’ release moves up",Yes,The Chicago Tribune
22,Infected Republican senator vows to wear ‘moon suit’ to confirm Judge Amy Coney Barrett,Yes,The Chicago Tribune
23,"Go inside the Chicago Bulls bubble, from daily COVID-19 testing to ‘cheating’ at golf to a piano serenade by Luke Kornet ",Yes,The Chicago Tribune
24,'Drawing Fire’: Bill Mauldin put a human (and often amusing) face on war,Yes,The Chicago Tribune
26,Chicago Tribune Articles group 3,Yes,The Chicago Tribune
28,"Woman found shot, stabbed in Northwest home; police question person of interest",Yes,The Chicago Tribune
29,Green Bay Packers are alone atop the NFC North at 4-0 after throttling the Atlanta Falcons 30-16,Yes,The Chicago Tribune
30,Edmonton Oilers say star Connor McDavid tests positive for COVID-19,Yes,The Chicago Tribune
1,"2,630 new known COVID-19 cases and 42 additional deaths reported Wednesday as state surpasses 6 million total COVID-19 tests",Yes,The Chicago Tribune
2,The 25 best pizzas in Chicago — from scrappy newcomers to beloved classics,Yes,The Chicago Tribune
3,"Maywood couple married 56 years die hours apart after furnace malfunctions, overheats home",Yes,The Chicago Tribune
4,Senior groups backing graduated-rate income tax say opponents' warning that it could lead to a tax on retirement income is an attempt to confuse older people,Yes,The Chicago Tribune
5,Chicago Bears Q&A: At what point are the offensive woes on Matt Nagy? Will he consider handing off play-calling duties? Khalil Mack?,Yes,The Chicago Tribune
6,"Mother bobcat and her kittens are captured on wildlife camera, 60 miles southwest of Chicago: ‘It was incredible.’",Yes,The Chicago Tribune
7,How many people voted in each election over the last 50 years?,Yes,The Chicago Tribune
8,Chicago’s famed Second City comedy theater is now fully up for sale,Yes,The Chicago Tribune
10,Column: Do you find yourself hating Trump and hating that you've become a hater?,Yes,The Chicago Tribune
11,"Column: Upon his release from hospital, President Trump is denounced as a heretic by media high priests ",Yes,The Chicago Tribune
12,Column: Why are Trump and Republicans the ones getting COVID-19? Must be a liberal conspiracy.,Yes,The Chicago Tribune
13,Column: Trump’s COVID-19 antics are appalling. They might just win him reelection. ,Yes,The Chicago Tribune
14,Ask Amy: Daughter-in-law doesn’t want to forgive adultery ,Yes,The Chicago Tribune
15,21 MacArthur ‘Genius grant’ winners — including a former University of Chicago professor — receive $625K each,Yes,The Chicago Tribune
17,"Coronavirus in Illinois updates: 2,630 new known COVID-19 cases and 42 additional deaths reported Wednesday as state surpasses 6 million total COVID-19 tests",Yes,The Chicago Tribune
18,Chicago Blackhawks draft tracker: Goalie Drew Commesso selected at No. 46 overall,Yes,The Chicago Tribune
19,"Wisconsin cop should be fired after 3 fatal shootings over 5 years in Milwaukee suburb, investigators conclude",Yes,The Chicago Tribune
20,Remembering Eddie Van Halen: His 20 greatest performances ,Yes,The Chicago Tribune
22,900 children in suburban Cook County public housing to get free laptops as remote learning continues to present digital barriers,Yes,The Chicago Tribune
