Headlines,Valid Source,Source
"Man, Just Look It Up Later: This Guy Is Shazaming The Church Choir’s Rendition Of ‘Amazing Grace’ In The Middle Of His Grandmother’s Funeral",No,Click Hole
Troubling Sign: A New Report Has Found That Millennials Are The First Generation To Make Fewer Disgusting Cottage Cheese-Based Meals Than Their Parents,No,Click Hole
LEAKED: The List Of Dependents On President Trump’s Tax Returns Makes It Clear That He Has Absolutely No Idea What Anyone In His Family Is Named,No,Click Hole
The Saga Continues: JK Rowling Has Revealed That Ron Weasley Became Patient Zero For Coronavirus After Messing Up A Spell Where He Tried To Turn A Bat Into A Larger Bat He Could Have Sex With,No,Click Hole
Good News: The CDC Says Watching A High School Football Practice Alone In The Bleachers While Looking Sullen And Staring Longingly At The Quarterback Who Doesn’t Even Notice You Because You Wear Glasses And Have Never Spoken To Anyone At School Except Your Gay Best Friend Is A ‘Low Risk’ Activity For COVID-19,No,Click Hole
Tough But Fair: The American Psychiatric Association Has Announced That Some Of You Could Stand To Re-Stigmatize Your Depression,No,Click Hole
The Perils Of Climate Change: Scientists Have Predicted That The Shrub Concealing This Man’s Genitals Will Be Destroyed In A Wildfire By 2050,No,Click Hole
Fitness Nut To The End: Ruth Bader Ginsburg’s Headstone Says Nothing But ‘GYM RAT’ On It,No,Click Hole
Improving Law Enforcement: The NYPD Is Euthanizing All Of Its Police Horses After Remembering About Cars,No,Click Hole
Your Neighbor Ate Your Bird. Time To Get Revenge.,No,Click Hole
A Return To Normalcy: This P.E. Teacher Has Emailed All Of His Students A Picture Of His Buttcrack Because If This Were A Normal School Year They Would’ve Seen It By Now,No,Click Hole
Pointless Drivel: This Book Seems To Imply That You Need To Say Goodnight To The Moon,No,Click Hole
Trojan Name New Ultra-Thin Skin Condom after Donald Trump,No,National Report
‘Wounded Social Justice Warrior Project’ Rebuilds Hope; Sense of Purpose,No,National Report
Trump to Nominate Chris Christie to Supreme Food Court,No,National Report
Man Shouts ‘Allahu Akbar!’ Before Photobomb,No,National Report
Area Mall Offering 10% Discount to Non-Active Shooters,No,National Report
Flint Tap Water Rated More Trustworthy than Hillary Clinton,No,National Report
Man Shouts ‘Allahu Akbar’ Before Blowing Up Friend’s Inbox,No,National Report
Canada Offers to Build Wall Around Bristol Palin’s Vaginal Cavity,No,National Report
Sarah Palin Bans Muslims from Entering Bristol Palin,No,National Report
"Millions Mourn As Rocker/Activist Ted Nugent, Age 71, Found Alive",No,National Report
Woman Comes Forward With Shocking Allegation: “I Was Not Raped By Bill Cosby”,No,National Report
"Solar Panels Drain the Sun’s Energy, Experts Say",No,National Report
Trump Admin to Deregulate Pressure of Golden Showers,No,National Report
"Trump Shoots World Record 39 Under Par, 12 Holes-in-One, During Golf Outing",No,National Report
Trump University Study Finds Correlation Between Menthol Cigarettes and Voter Fraud,No,National Report
Trump Administration to Launch “Black Beans Matter” Campaign,No,National Report
Jared Kushner’s Dick Sued by Pencil Company Over Brand Confusion,No,National Report
Trump University Study Finds Correlation Between Menthol Cigarettes and Voter Fraud',No,National Report
Attenborough and Royals team up for new BBC series ‘Different Planet’,No,News Biscuit
Government looking for alternative to ‘me too’ sat nav system,No,News Biscuit
Aids just a hoax to make you wear condoms,No,News Biscuit
Northerners have R number replaced by butter-spreading analogy,No,News Biscuit
Pasta and toilet roll salesman orders second Ferrari,No,News Biscuit
Churchill looked at not complying with legal treaty ‘in a specific manner’.,No,News Biscuit
Public health comedy double act runs into early dilemma.,No,News Biscuit
Tories furious that Sasha Swire revelations don’t capture the half of it.,No,News Biscuit
Second wave of press conferences to hit the UK,No,News Biscuit
Maskless Trump Can't Remember Why He  Summoned Cabinet to Hospital Room,No,News Mutiny
"Confused, Debt-Ridden Trump Agrees to Sell Yellowstone Ranch ",No,News Mutiny
"Trump Warns of Extreme Heat, Fire if Biden Elected",No,News Mutiny
"Trump's Grandmother Called Him  ""Total Dick"" in Diary ",No,News Mutiny
Florida Bar Brings Fun to Patrons Currently in ICU,No,News Mutiny
"Trump Adds Peyote to Regimen, Questions Reporter's Existence",No,News Mutiny
Dr. Fauci Urges Americans to Sexually Self-Gratify,No,News Mutiny
First Coronavirus Vaccine Fails to Cause Autism,No,News Mutiny
9 Dead After Police Mistake White Shooter's Gun for Banana,No,News Mutiny
Plucky Band of Racist Children Start Work on Border Wall,No,News Mutiny
Man Discovers He is 98% Douchebag on Ancestry.com,No,News Mutiny
Charlotte Zoo Encouraging Patrons to Harass Gay Penguins,No,News Mutiny
"As a Proud Patriot, I Will Sacrifice Nothing for My Country - ",No,News Mutiny
"Ooh! Look at My Son, the Big Shot President! - By: Fred Trump - ",No,News Mutiny
Kochs Offset Gates Foundation with $550 Billion Donation to Evil,No,News Mutiny
Man Protesting Death of Man Beaten to Death by Police Beaten to Death by Police,No,News Mutiny
Take Your Huddled Masses and Shove 'Em - By: The Statue of Liberty,No,News Mutiny
Man Believes Life Is Better With More Exclamation Marks!,No,Spoof
"57 Hurricanes, 83 Earthquakes, and 179 Wildfires, and Still President Trump Insists That There’s No Global Warming",No,Spoof
"Secret Recording Shows That Melania Trump Hates Christmas, Evangelicals, and Asparagus",No,Spoof
Donald Trump Sperm Bank Project To Go Ahead,No,Spoof
The President is Furious That The Post Office Sent Him a Change of Address Card,No,Spoof
Trump Announces Voter Fraud Before It Occurred,No,Spoof
Amy Barrett: Previously Unknown Sexual Impropriety Comes to Light,No,Spoof
The Name Karen Is Now The Most Unpopular Female Baby Name in The U.S.,No,Spoof
Donald Trump Denied Entry At Sperm Bank,No,Spoof
Raw secrets of world war 2,No,Spoof
Progressives Turn to Satanism,No,Spoof
Thunderbirds Brains Moves Into New Home With Boyfriend,No,Spoof
Seven day catch up,No,Spoof
Vice President Mike Pence Takes Steps To Quash Donald Trump,No,Spoof
Coronavirus Will Vote Trump,No,Spoof
President Trump Insists That The Black Love Child Is Not His,No,Spoof
Putin poisons HIM!,No,Spoof
Trump Was Intentionally Infected with the Virus,No,Spoof
"""If God Wanted a Liberal on the Supreme Court...""",No,Spoof
President Trump Coronavirus Misdiagnosed,No,Spoof
President Trump To Take Part In Second Presidential Debate From His Sick Bed,No,Spoof
Political Pundits Claim That Donald Trump’s Chances of Getting Re-Elected Are Now Slim to None,No,Spoof
Hand Sanitizer Found To Be Contaminated With COVID-19 Spores,No,Spoof
The Trump Women Say That Coronavirus Masks Are So Ugly,No,Spoof
Trump Demands Biden Infect Himself!,No,Spoof
The Jacksonville Jaguars May Have to Change Their Name,No,Spoof
40 Dallas Cowboy Cheerleaders Are Tested For The Coronapalooza Virus and 2 Tested Positive,No,Spoof
Shark Chased Surfer Across Beach,No,Spoof
Waitrose Shoppers go on Panic Buying Rampage,No,Spoof
America weeps,No,Spoof
Trump Becomes a Liberal as Covid Affects His Brain,No,Spoof
President Trump Says He Will Announce The Results of His Coronavirus Test After He Releases His Tax Returns,No,Spoof
"President Trump Still Lying, Says He Caught The Coronavirus From The Portland Protesters",No,Spoof
Donald Trump Jr. Has Been Told By His Daddy To Break Up with Girlfriend Kimberly Guilfoyle or He’s Out of The Will,No,Spoof
"Proud Boys group admit ""we're not men""",No,Spoof
VAR Referees Haunted by Ghosts,No,Spoof
President Donald Trump’s Closest Adviser Hope Hicks Is Taking a Break,No,Spoof
"“No worries, I got this,” says Coronavirus germ left in charge of White House as President is in quarantine.",No,Spoof
Jessica Simpson’s Reality Show Wins An Award For Best New Reality Comedy Show,No,Spoof
Donald Trump Secretly Agrees To An Out-of-Court Settlement With The Rolling Stones,No,Spoof
Megyn Kelly Can’t Stand The Fact That She is No Longer Relevant,No,Spoof
Leicester Dust Museum now looking for a new curator,No,Spoof
Musician launching new song - Mask Tax,No,Spoof
"Once upon a time in the Land of Nod, two wannabe leaders committed Hari Kari in public!",No,Spoof
Reduced Milk Was Off,No,Spoof
Man Can Remember Random French Words From School,No,Spoof
China to ship free upgrade to COVID-20,No,Spoof
Man's Wife Never Listens To A Word He Says,No,Spoof
Man Oblivious To Bacon Factory Fire After Being Distracted By Nice Smell,No,Spoof
Cat fighting not forbidden in German backgarden's!,No,Spoof
Jaggedone sues The Eagles because they nicked his original 'Hotel California' lyrics called; Botox-Bar-California!,No,Spoof
Couple reading Fifty Shades of Grey for the comedy,No,Spoof
"BBC Announces ""Shoutiest Chef"" Competition",No,Spoof
The Russian Female Band Pussy Riot Says They’re Not Changing Their Name No Matter How Much President Trump Insists They Do,No,Spoof
Joe Biden’s Campaign Team Has Invited Stormy Daniels and Karen McDougal to Sit in The Front Row at The Presidential Debate,No,Spoof
Dancing With The Stars’ Disney Night Was Filled With Tons of Sugar-Coated Sugar,No,Spoof
Knock Knees' operations put on ice because of corona in Cali!,No,Spoof
Flat-Earth-Believers believe the sun is God farting white hot farts into the universe!,No,Spoof
Flu Vaccine Being Rolled Out Earlier,No,Spoof
Google releases robot which will scratch your butt,No,Spoof
Shock Findings Expose Obesity's Causes,No,Spoof
DVD Player Keeps 'Sticking' Halfway Through Films,No,Spoof
The NFL Cancels The Tennessee Titans vs. The Pittsburgh Steelers Game For a Chinese Reason,No,Spoof
Notre Dame University Has Traced the Source That Infected 40 Players with The Coronavirus,No,Spoof
New England Patriots Owner Robert Kraft Is Considering Dwayne “The Rock” Johnson’s Offer To Purchase The Team,No,Spoof
The Seattle Seahawks Didn’t Need The 12th Man To Defeat The Dallas Cowboys,No,Spoof
TNT Sports Commentators Charles Barkley and Shaquille O’Neal Are in Hot Water With The Black Community,No,Spoof
Manchester United Captain Harry Maguire Never Takes Face Mask Off These Days,No,Spoof
President Trump is Now The Official Spokesman for Goya Beans,No,Spoof
The Chinese Fortune Cookie Business Has Been Hard Hit and It’s Placing All The Blame On President Trump,No,Spoof
The In ‘N’ Out Burger Chain Disputes Claims That Their French Fries Taste Like Chalk,No,Spoof
Social-media user sues Facebook because his fingers turned stiff!,No,Spoof
A Woman is Making Covid-19 Masks out of Her Panties,No,Spoof
Global bank purchases 5000 washing machines to launder their filthy money!,No,Spoof
